Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1770226268,5,,Aggregated,5.600000,0.500000,60,93,100,110,120,2000,2000,2100,2100,2100,2100,66,5,60,215.17645605225962,0.4278999986127019,2055.321600055322,20459.0
1770226269,5,,Aggregated,5.600000,0.500000,60,94,100,110,120,2000,2000,2100,2100,2100,2100,68,5,60,211.9463529328213,0.4278999986127019,2055.321600055322,19941.5
1770226270,5,,Aggregated,3.800000,0.200000,65,100,110,110,150,2000,2100,2200,2200,2200,2200,75,5,65,230.3154506596426,0.4278999986127019,2163.1957000354305,26452.213333333333
1770226271,5,,Aggregated,3.300000,0.100000,62,100,110,110,150,2000,2100,2200,2200,2200,2200,77,5,62,225.488038955849,0.4278999986127019,2163.1957000354305,25830.96103896104
1770226272,5,,Aggregated,2.600000,0.000000,61,100,110,110,150,2000,2100,2200,2200,2200,2200,79,5,61,221.0342886023624,0.4278999986127019,2163.1957000354305,25241.316455696204
1770226273,5,,Aggregated,2.400000,0.000000,62,100,110,110,150,2000,2100,2200,2200,2200,2200,80,5,61,219.6965637456742,0.4278999986127019,2163.1957000354305,32407.975
1770226274,5,,Aggregated,2.500000,0.000000,61,100,110,110,120,2000,2100,2200,2200,2200,2200,82,5,60,215.4098756060504,0.4278999986127019,2163.1957000354305,31680.451219512193
1770226275,5,,Aggregated,2.500000,0.000000,60,100,110,110,120,2000,2100,2200,2200,2200,2200,84,5,60,211.6146214248147,0.4278999986127019,2163.1957000354305,30987.04761904762
1770226276,5,,Aggregated,2.500000,0.000000,60,100,110,110,120,2000,2100,2200,2200,2200,2200,84,5,60,211.6146214248147,0.4278999986127019,2163.1957000354305,30987.04761904762
1770226277,5,,Aggregated,2.600000,0.000000,60,97,110,110,120,2000,2100,2200,2200,2200,2200,87,5,60,206.6909942478905,0.4278999986127019,2163.1957000354305,29971.126436781607
1770226278,5,,Aggregated,2.400000,0.000000,62,100,110,110,150,2000,2100,2200,2200,2200,2200,90,5,61,204.1623122175224,0.4278999986127019,2163.1957000354305,29053.61111111111
1770226279,5,,Aggregated,2.000000,0.000000,65,100,110,110,120,2000,2100,2200,2200,2200,2200,92,5,62,201.84802064803714,0.4278999986127019,2163.1957000354305,28484.271739130436
1770226280,5,,Aggregated,2.300000,0.000000,62,100,110,110,120,2000,2100,2200,2200,2200,2200,95,5,62,197.71340841819583,0.4278999986127019,2163.1957000354305,27632.610526315788
1770226281,5,,Aggregated,2.300000,0.000000,65,100,110,110,120,2000,2100,2200,2200,2200,2200,100,5,62,191.8882039980963,0.4278999986127019,2163.1957000354305,26353.75
1770226282,5,,Aggregated,2.000000,0.000000,67,100,110,110,150,2000,2100,2100,2200,2200,2200,103,5,67,209.05841164883154,0.4278999986127019,2163.1957000354305,31444.52427184466
1770226283,5,,Aggregated,2.100000,0.000000,65,100,110,110,150,2000,2100,2100,2200,2200,2200,105,5,65,205.9935723786198,0.4278999986127019,2163.1957000354305,30893.8
1770226284,5,,Aggregated,2.400000,0.000000,62,100,110,110,150,2000,2100,2100,2200,2200,2200,107,5,62,203.10267382932426,0.4278999986127019,2163.1957000354305,30363.869158878504
1770226286,5,,Aggregated,2.400000,0.000000,65,100,110,110,150,2000,2100,2100,2200,2200,2200,108,5,62,202.2893009233047,0.4278999986127019,2163.1957000354305,35476.75
1770226287,5,,Aggregated,2.500000,0.000000,62,100,110,110,150,2000,2100,2100,2200,2200,2200,110,5,61,199.6513763611967,0.4278999986127019,2163.1957000354305,34878.61818181818
1770226288,5,,Aggregated,2.500000,0.000000,62,100,110,110,130,2000,2100,2100,2200,2200,2200,112,5,61,197.2083982119719,0.4278999986127019,2163.1957000354305,34301.40178571428
1770226289,5,,Aggregated,2.500000,0.000000,62,100,110,110,130,2000,2100,2100,2200,2200,2200,112,5,61,197.2083982119719,0.4278999986127019,2163.1957000354305,34301.40178571428
1770226290,5,,Aggregated,2.600000,0.000000,62,100,110,110,130,2000,2100,2100,2200,2200,2200,116,5,61,193.1513629297742,0.4278999986127019,2163.1957000354305,33194.64655172414
1770226291,5,,Aggregated,2.500000,0.000000,62,100,110,110,150,2000,2100,2100,2200,2200,2200,120,5,61,189.5500491654578,0.4278999986127019,2163.1957000354305,32161.65
1770226292,5,,Aggregated,2.500000,0.000000,62,100,110,110,150,2000,2100,2100,2200,2200,2200,120,5,61,189.5500491654578,0.4278999986127019,2163.1957000354305,32161.65
1770226293,5,,Aggregated,2.400000,0.000000,62,100,110,110,130,2000,2100,2100,2200,2200,2200,124,5,61,185.71069758130056,0.4278999986127019,2163.1957000354305,31195.072580645163
1770226294,5,,Aggregated,1.900000,0.000000,65,100,110,110,150,2000,2100,2100,2200,2200,2200,131,5,65,195.67192290227092,0.4278999986127019,2163.1957000354305,34058.10687022901
1770226295,5,,Aggregated,1.900000,0.000000,65,100,110,110,150,2000,2100,2100,2200,2200,2200,131,5,65,195.67192290227092,0.4278999986127019,2163.1957000354305,34058.10687022901
1770226296,5,,Aggregated,2.100000,0.000000,62,100,110,110,150,2000,2100,2100,2200,2200,2200,133,5,62,193.54154135422655,0.4278999986127019,2163.1957000354305,33584.06015037594
1770226297,5,,Aggregated,2.400000,0.000000,61,100,110,110,150,2000,2100,2100,2200,2200,2200,135,5,61,191.4710503709675,0.4278999986127019,2163.1957000354305,33124.19259259259
1770226298,5,,Aggregated,2.400000,0.000000,62,100,110,110,150,2000,2100,2100,2200,2200,2200,136,5,61,190.99197720574654,0.4278999986127019,2163.1957000354305,37072.007352941175
1770226299,5,,Aggregated,2.500000,0.000000,61,100,110,110,150,2000,2100,2100,2200,2200,2200,138,5,60,189.05277028966668,0.4278999986127019,2163.1957000354305,36572.115942028984
1770226300,5,,Aggregated,2.500000,0.000000,60,99,110,110,150,2000,2100,2100,2200,2200,2200,140,5,60,187.10078857173878,0.4278999986127019,2163.1957000354305,36086.16428571429
1770226301,5,,Aggregated,2.500000,0.000000,60,99,110,110,150,2000,2100,2100,2200,2200,2200,140,5,60,187.10078857173878,0.4278999986127019,2163.1957000354305,36086.16428571429
1770226302,5,,Aggregated,2.600000,0.000000,60,99,110,110,130,2000,2100,2100,2200,2200,2200,144,5,60,183.85706944455808,0.4278999986127019,2163.1957000354305,35145.041666666664
1770226303,5,,Aggregated,2.400000,0.000000,60,97,110,110,130,2000,2100,2100,2200,2200,2200,148,5,60,180.825300675949,0.4278999986127019,2163.1957000354305,34254.76351351351
1770226304,5,,Aggregated,2.400000,0.000000,60,97,110,110,130,2000,2100,2100,2200,2200,2200,148,5,60,180.825300675949,0.4278999986127019,2163.1957000354305,34254.76351351351
1770226305,5,,Aggregated,2.400000,0.000000,60,97,110,110,130,2000,2100,2100,2200,2200,2200,152,5,60,178.1186796050813,0.4278999986127019,2163.1957000354305,33411.15131578947
1770226306,5,,Aggregated,1.900000,0.000000,60,97,110,110,150,2000,2100,2100,2200,2200,2200,159,5,60,186.37975031413347,0.4278999986127019,2163.1957000354305,35593.61635220126
1770226307,5,,Aggregated,1.900000,0.000000,60,97,110,110,150,2000,2100,2100,2200,2200,2200,159,5,60,186.37975031413347,0.4278999986127019,2163.1957000354305,35593.61635220126
1770226308,5,,Aggregated,2.100000,0.000000,61,97,110,110,130,2000,2100,2100,2200,2200,2200,161,5,61,184.9975614903946,0.4278999986127019,2163.1957000354305,35182.90683229814
1770226309,5,,Aggregated,2.400000,0.000000,60,97,110,110,130,2000,2100,2100,2200,2200,2200,163,5,60,183.29381840403528,0.4278999986127019,2163.1957000354305,34782.41104294478
1770226310,5,,Aggregated,2.400000,0.000000,61,97,110,110,130,2000,2100,2100,2200,2200,2200,164,5,60,182.78649146242702,0.4278999986127019,2163.1957000354305,37984.170731707316
1770226311,5,,Aggregated,2.500000,0.000000,61,97,100,110,130,2000,2100,2100,2200,2200,2200,166,5,60,181.2138355411421,0.4278999986127019,2163.1957000354305,37557.60843373494
1770226312,5,,Aggregated,2.500000,0.000000,60,97,100,110,130,2000,2100,2100,2200,2200,2200,168,5,60,179.6007654747449,0.4278999986127019,2163.1957000354305,37140.93452380953
1770226313,5,,Aggregated,2.500000,0.000000,60,97,100,110,130,2000,2100,2100,2200,2200,2200,168,5,60,179.6007654747449,0.4278999986127019,2163.1957000354305,37140.93452380953
1770226314,5,,Aggregated,2.600000,0.000000,60,97,100,110,130,2000,2100,2100,2200,2200,2200,172,5,60,177.04483429998766,0.4278999986127019,2163.1957000354305,36328.482558139534
1770226315,5,,Aggregated,2.400000,0.000000,60,97,100,110,130,2000,2100,2100,2200,2200,2200,176,5,60,174.6905857931283,0.4278999986127019,2163.1957000354305,35552.94886363636
1770226316,5,,Aggregated,2.400000,0.000000,60,97,100,110,130,2000,2100,2100,2200,2200,2200,176,5,60,174.6905857931283,0.4278999986127019,2163.1957000354305,35552.94886363636
1770226317,5,,Aggregated,2.400000,0.000000,60,97,100,110,130,2000,2100,2100,2200,2200,2200,180,5,60,172.5398944419188,0.4278999986127019,2163.1957000354305,34811.71666666667
1770226318,5,,Aggregated,1.900000,0.000000,62,99,110,110,130,2000,2100,2100,2200,2200,2200,187,5,62,181.36921015762312,0.4278999986127019,2163.1957000354305,36560.68449197861
1770226319,5,,Aggregated,1.900000,0.000000,62,99,110,110,130,2000,2100,2100,2200,2200,2200,187,5,62,181.36921015762312,0.4278999986127019,2163.1957000354305,36560.68449197861
1770226320,5,,Aggregated,2.100000,0.000000,61,99,110,110,130,2000,2100,2100,2200,2200,2200,189,5,61,179.93709682265208,0.4278999986127019,2163.1957000354305,36200.59259259259
1770226321,5,,Aggregated,2.300000,0.000000,61,99,110,110,130,2000,2100,2100,2200,2200,2200,191,5,61,178.5400827197085,0.4278999986127019,2163.1957000354305,35848.15706806283
1770226322,5,,Aggregated,2.400000,0.000000,61,99,110,110,130,2000,2100,2100,2200,2200,2200,192,5,61,178.19173645572542,0.4278999986127019,2163.1957000354305,38542.203125
1770226323,5,,Aggregated,2.500000,0.000000,61,99,110,110,130,2000,2100,2100,2200,2200,2200,194,5,60,176.89756236816805,0.4278999986127019,2163.1957000354305,38171.4587628866
1770226324,5,,Aggregated,2.500000,0.000000,60,97,110,110,130,2000,2100,2100,2200,2200,2200,196,5,60,175.63493928292348,0.4278999986127019,2163.1957000354305,37808.02040816326
1770226325,5,,Aggregated,2.500000,0.000000,60,97,110,110,130,2000,2100,2100,2200,2200,2200,196,5,60,175.63493928292348,0.4278999986127019,2163.1957000354305,37808.02040816326
1770226326,5,,Aggregated,2.600000,0.000000,60,99,110,110,130,2000,2100,2100,2200,2200,2200,200,5,60,173.73648299719207,0.4278999986127019,2163.1957000354305,37095.975
1770226327,5,,Aggregated,2.400000,0.000000,60,99,110,110,120,200,2100,2100,2200,2200,2200,204,5,60,171.97182254726525,0.4278999986127019,2163.1957000354305,36411.833333333336
1770226328,5,,Aggregated,2.400000,0.000000,60,99,110,110,120,200,2100,2100,2200,2200,2200,204,5,60,171.97182254726525,0.4278999986127019,2163.1957000354305,36411.833333333336
1770226329,5,,Aggregated,2.400000,0.000000,60,99,110,110,120,200,2100,2100,2200,2200,2200,208,5,60,170.07350336419992,0.4278999986127019,2163.1957000354305,35753.88942307692
1770226330,5,,Aggregated,2.000000,0.000000,61,99,110,110,130,2000,2100,2100,2200,2200,2200,215,5,61,176.69887813891089,0.4278999986127019,2163.1957000354305,37212.91627906977
1770226331,5,,Aggregated,2.000000,0.000000,61,99,110,110,130,2000,2100,2100,2200,2200,2200,215,5,61,176.69887813891089,0.4278999986127019,2163.1957000354305,37212.91627906977
1770226332,5,,Aggregated,2.100000,0.000000,61,99,110,110,130,2000,2100,2100,2200,2200,2200,217,5,61,175.54738939995127,0.4278999986127019,2163.1957000354305,36893.29493087558
1770226333,5,,Aggregated,2.400000,0.000000,60,99,110,110,130,2000,2100,2100,2200,2200,2200,219,5,60,174.43282465656716,0.4278999986127019,2163.1957000354305,36579.57077625571
1770226334,5,,Aggregated,2.400000,0.000000,61,99,110,110,130,2000,2100,2100,2200,2200,2200,220,5,60,174.3275586356917,0.4278999986127019,2163.1957000354305,38900.69090909091
1770226335,5,,Aggregated,2.500000,0.000000,60,99,110,110,130,200,2100,2100,2200,2200,2200,222,5,60,173.21080900833581,0.4278999986127019,2163.1957000354305,38573.495495495496
1770226336,5,,Aggregated,2.500000,0.000000,60,97,110,110,130,200,2100,2100,2200,2200,2200,224,5,60,172.17114151675818,0.4278999986127019,2163.1957000354305,38251.90625
1770226337,5,,Aggregated,2.500000,0.000000,60,97,110,110,130,200,2100,2100,2200,2200,2200,224,5,60,172.17114151675818,0.4278999986127019,2163.1957000354305,38251.90625
1770226338,5,,Aggregated,2.600000,0.000000,60,97,110,110,130,200,2100,2100,2200,2200,2200,228,5,60,170.53324517409987,0.4278999986127019,2163.1957000354305,37619.51315789474
1770226339,5,,Aggregated,2.400000,0.000000,61,97,110,110,120,200,2100,2100,2200,2200,2200,232,5,60,168.98616896450503,0.4278999986127019,2163.1957000354305,37008.91379310345
1770226340,5,,Aggregated,2.400000,0.000000,61,97,110,110,120,200,2100,2100,2200,2200,2200,232,5,60,168.98616896450503,0.4278999986127019,2163.1957000354305,37008.91379310345
1770226341,5,,Aggregated,2.400000,0.000000,61,97,110,110,120,200,2100,2100,2200,2200,2200,236,5,60,167.47696694752233,0.4278999986127019,2163.1957000354305,36418.89406779661
1770226342,5,,Aggregated,1.900000,0.000000,61,99,110,110,130,200,2100,2100,2200,2200,2200,243,5,61,173.35173785839797,0.4278999986127019,2163.1957000354305,37666.47325102881
1770226343,5,,Aggregated,1.900000,0.000000,61,99,110,110,130,200,2100,2100,2200,2200,2200,243,5,61,173.35173785839797,0.4278999986127019,2163.1957000354305,37666.47325102881
1770226344,5,,Aggregated,2.100000,0.000000,61,98,110,110,130,200,2100,2100,2200,2200,2200,245,5,61,172.33014040655095,0.4278999986127019,2163.1957000354305,37379.65714285714
1770226345,5,,Aggregated,2.400000,0.000000,60,98,110,110,130,200,2100,2100,2200,2200,2200,247,5,60,171.3432785409205,0.4278999986127019,2163.1957000354305,37097.574898785424
1770226346,5,,Aggregated,2.400000,0.000000,61,97,110,110,130,200,2100,2100,2200,2200,2200,248,5,60,171.0363274178235,0.4278999986127019,2163.1957000354305,39136.74193548387
1770226347,5,,Aggregated,2.500000,0.000000,61,97,100,110,130,200,2100,2100,2200,2200,2200,250,5,60,170.11068279854953,0.4278999986127019,2163.1957000354305,38844.284
1770226348,5,,Aggregated,2.500000,0.000000,61,97,100,110,120,200,2100,2100,2200,2200,2200,252,5,60,169.24036706248964,0.4278999986127019,2163.1957000354305,38556.28968253968
1770226349,5,,Aggregated,2.500000,0.000000,61,97,100,110,120,200,2100,2100,2200,2200,2200,252,5,60,169.24036706248964,0.4278999986127019,2163.1957000354305,38556.28968253968
1770226350,5,,Aggregated,2.600000,0.000000,61,97,100,110,120,200,2100,2100,2200,2200,2200,256,5,60,167.65295351478926,0.4278999986127019,2163.1957000354305,37988.30859375
1770226351,5,,Aggregated,2.400000,0.000000,61,97,100,110,120,200,2100,2100,2200,2200,2200,260,5,60,166.2706888455432,0.4278999986127019,2163.1957000354305,37437.79230769231
1770226352,5,,Aggregated,2.400000,0.000000,61,97,100,110,120,200,2100,2100,2200,2200,2200,260,5,60,166.2706888455432,0.4278999986127019,2163.1957000354305,37437.79230769231
1770226353,5,,Aggregated,2.400000,0.000000,61,97,100,110,120,160,2100,2100,2200,2200,2200,264,5,60,164.95013105988178,0.4278999986127019,2163.1957000354305,36903.867424242424
1770226354,5,,Aggregated,1.900000,0.000000,61,97,110,110,120,200,2100,2100,2200,2200,2200,271,5,61,170.39336789591835,0.4278999986127019,2163.1957000354305,37993.70848708487
1770226355,5,,Aggregated,2.100000,0.000000,61,97,110,110,120,200,2100,2100,2200,2200,2200,272,5,61,169.9386805138441,0.4278999986127019,2163.1957000354305,37863.72794117647
1770226356,5,,Aggregated,2.100000,0.000000,61,97,100,110,120,200,2100,2100,2200,2200,2200,273,5,61,169.47301025562084,0.4278999986127019,2163.1957000354305,37733.93406593407
1770226357,5,,Aggregated,2.400000,0.000000,60,97,100,110,120,200,2100,2100,2200,2200,2200,275,5,60,168.5974952718243,0.4278999986127019,2163.1957000354305,37477.99636363636
1770226358,5,,Aggregated,2.500000,0.000000,61,97,100,110,120,200,2100,2100,2200,2200,2200,277,5,61,168.04817472861924,0.4278999986127019,2163.1957000354305,39171.03249097473
1770226359,5,,Aggregated,2.500000,0.000000,60,97,100,110,120,200,2100,2100,2200,2200,2200,280,5,60,166.7560849995685,0.4278999986127019,2163.1957000354305,38779.2
1770226360,5,,Aggregated,2.500000,0.000000,60,97,100,110,120,200,2100,2100,2200,2200,2200,280,5,60,166.7560849995685,0.4278999986127019,2163.1957000354305,38779.2
1770226361,5,,Aggregated,2.600000,0.000000,60,97,100,110,120,160,2100,2100,2200,2200,2200,282,5,60,165.91919290730795,0.4278999986127019,2163.1957000354305,38515.145390070924
1770226362,5,,Aggregated,2.400000,0.000000,60,97,100,110,120,160,2100,2100,2200,2200,2200,286,5,60,164.77508916050664,0.4278999986127019,2163.1957000354305,38007.307692307695
1770226363,5,,Aggregated,2.400000,0.000000,60,97,110,110,120,160,2100,2100,2200,2200,2200,288,5,60,164.3918236109635,0.4278999986127019,2163.1957000354305,37763.256944444445
1770226364,5,,Aggregated,2.300000,0.000000,60,97,100,110,120,160,2100,2100,2200,2200,2200,290,5,60,163.58847344808024,0.4278999986127019,2163.1957000354305,37513.39655172414
1770226365,5,,Aggregated,2.400000,0.000000,60,97,100,110,120,160,2100,2100,2200,2200,2200,294,5,60,162.396690816156,0.4278999986127019,2163.1957000354305,37032.9081632653
1770226366,5,,Aggregated,1.900000,0.000000,61,98,110,110,130,200,2100,2100,2200,2200,2200,299,5,61,168.06313912944876,0.4278999986127019,2163.1957000354305,38250.595317725754
1770226367,5,,Aggregated,2.100000,0.000000,60,98,100,110,120,160,2100,2100,2200,2200,2200,301,5,60,167.27168239116284,0.4278999986127019,2163.1957000354305,38013.275747508305
1770226368,5,,Aggregated,2.400000,0.000000,60,97,100,110,120,160,2100,2100,2200,2200,2200,303,5,60,166.54196237567382,0.4278999986127019,2163.1957000354305,37779.16171617162
1770226369,5,,Aggregated,2.400000,0.000000,61,98,110,110,120,160,2100,2100,2200,2200,2200,304,5,60,166.35671217035883,0.4278999986127019,2163.1957000354305,39428.38157894737
1770226370,5,,Aggregated,2.500000,0.000000,60,97,100,110,120,160,2100,2100,2200,2200,2200,306,5,60,165.59403856152522,0.4278999986127019,2163.1957000354305,39187.53921568627
1770226371,5,,Aggregated,2.500000,0.000000,60,97,100,110,120,160,2100,2100,2200,2200,2200,308,5,60,164.81111201271716,0.4278999986127019,2163.1957000354305,38949.668831168834
1770226372,5,,Aggregated,2.500000,0.000000,60,97,100,110,120,160,2100,2100,2200,2200,2200,308,5,60,164.81111201271716,0.4278999986127019,2163.1957000354305,38949.668831168834
1770226373,5,,Aggregated,2.600000,0.000000,60,97,100,110,120,160,2100,2100,2200,2200,2200,311,5,60,163.89663054658718,0.4278999986127019,2163.1957000354305,38588.66559485531
1770226374,5,,Aggregated,2.500000,0.000000,60,97,100,110,120,160,2100,2100,2200,2200,2200,316,5,60,162.54348955684506,0.4278999986127019,2163.1957000354305,38019.43037974684
1770226375,5,,Aggregated,2.500000,0.000000,60,97,100,110,120,160,2100,2100,2200,2200,2200,316,5,60,162.54348955684506,0.4278999986127019,2163.1957000354305,38019.43037974684
1770226376,5,,Aggregated,2.400000,0.000000,60,97,100,110,120,160,2100,2100,2200,2200,2200,319,5,60,161.6412799372586,0.4278999986127019,2163.1957000354305,37676.14106583072
1770226377,5,,Aggregated,2.400000,0.000000,60,98,100,110,120,160,2100,2100,2200,2200,2200,325,5,60,160.26356123065432,0.4278999986127019,2163.1957000354305,37025.25230769231
1770226378,5,,Aggregated,1.900000,0.000000,61,98,100,110,120,160,2100,2100,2200,2200,2200,327,5,61,166.03931743119037,0.4278999986127019,2163.1957000354305,38449.35779816514
1770226379,5,,Aggregated,2.100000,0.000000,60,98,100,110,120,160,2100,2100,2200,2200,2200,329,5,60,165.31721367797954,0.4278999986127019,2163.1957000354305,38231.0273556231
1770226381,5,,Aggregated,2.400000,0.000000,60,98,100,110,120,160,2100,2100,2200,2200,2200,331,5,60,164.60506012100512,0.4278999986127019,2163.1957000354305,38015.374622356496
1770226382,5,,Aggregated,2.400000,0.000000,60,98,100,110,120,160,2100,2100,2200,2200,2200,332,5,60,164.44282439791215,0.4278999986127019,2163.1957000354305,39521.51807228916
1770226383,5,,Aggregated,2.500000,0.000000,60,98,100,110,120,160,2100,2100,2200,2200,2200,334,5,60,163.76224550882822,0.4278999986127019,2163.1957000354305,39300.32335329341
1770226384,5,,Aggregated,2.500000,0.000000,60,97,100,110,120,160,2100,2100,2200,2200,2200,336,5,60,163.11182172614195,0.4278999986127019,2163.1957000354305,39081.61309523809
1770226385,5,,Aggregated,2.500000,0.000000,60,97,100,110,120,160,2100,2100,2200,2200,2200,336,5,60,163.11182172614195,0.4278999986127019,2163.1957000354305,39081.61309523809
1770226386,5,,Aggregated,2.400000,0.000000,60,98,100,110,120,170,2100,2100,2200,2200,2200,340,5,60,162.2824088238892,0.4278999986127019,2163.1957000354305,38647.779411764706
1770226387,5,,Aggregated,2.400000,0.000000,60,98,100,110,120,160,2100,2100,2200,2200,2200,344,5,60,161.3158049416555,0.4278999986127019,2163.1957000354305,38224.023255813954
1770226388,5,,Aggregated,2.400000,0.000000,60,98,100,110,120,160,2100,2100,2200,2200,2200,344,5,60,161.3158049416555,0.4278999986127019,2163.1957000354305,38224.023255813954
1770226389,5,,Aggregated,2.300000,0.000000,60,98,100,110,120,160,2100,2100,2200,2200,2200,348,5,60,160.32210603388475,0.4278999986127019,2163.1957000354305,37809.925287356324
1770226390,5,,Aggregated,1.900000,0.000000,60,99,100,110,120,170,2100,2100,2200,2200,2200,355,5,60,164.48623126694068,0.4278999986127019,2163.1957000354305,38610.62816901408
1770226391,5,,Aggregated,1.900000,0.000000,60,99,100,110,120,170,2100,2100,2200,2200,2200,355,5,60,164.48623126694068,0.4278999986127019,2163.1957000354305,38610.62816901408
1770226392,5,,Aggregated,2.100000,0.000000,60,98,100,110,120,170,2100,2100,2200,2200,2200,357,5,60,163.8608621840994,0.4278999986127019,2163.1957000354305,38408.52100840336
1770226393,5,,Aggregated,2.400000,0.000000,60,98,100,110,120,170,2100,2100,2200,2200,2200,359,5,60,163.20654456724196,0.4278999986127019,2163.1957000354305,38208.71309192201
1770226394,5,,Aggregated,2.400000,0.000000,60,98,100,110,120,170,2100,2100,2200,2200,2200,360,5,60,163.0341227767834,0.4278999986127019,2163.1957000354305,39597.01111111111
1770226395,5,,Aggregated,2.500000,0.000000,60,98,100,110,120,160,2100,2100,2200,2200,2200,362,5,60,162.42732955702422,0.4278999986127019,2163.1957000354305,39392.49447513812
1770226396,5,,Aggregated,2.500000,0.000000,60,98,100,110,120,160,2100,2100,2200,2200,2200,364,5,60,161.8265818672096,0.4278999986127019,2163.1957000354305,39190.09065934066
1770226397,5,,Aggregated,2.500000,0.000000,60,98,100,110,120,160,2100,2100,2200,2200,2200,364,5,60,161.8265818672096,0.4278999986127019,2163.1957000354305,39190.09065934066
1770226398,5,,Aggregated,2.600000,0.000000,60,98,100,110,120,160,2100,2100,2200,2200,2200,368,5,60,160.87879863999146,0.4278999986127019,2163.1957000354305,38788.08423913043
1770226399,5,,Aggregated,2.500000,0.000000,60,98,100,110,120,160,2100,2100,2200,2200,2200,372,5,60,159.90688118198636,0.4278999986127019,2163.1957000354305,38394.715053763444
1770226400,5,,Aggregated,2.500000,0.000000,60,98,100,110,120,160,2100,2100,2200,2200,2200,372,5,60,159.90688118198636,0.4278999986127019,2163.1957000354305,38394.715053763444
1770226401,5,,Aggregated,2.400000,0.000000,60,98,100,110,120,160,2100,2100,2200,2200,2200,376,5,60,159.01950212719385,0.4278999986127019,2163.1957000354305,38009.65159574468
1770226402,5,,Aggregated,1.900000,0.000000,60,98,100,110,120,160,2100,2100,2200,2200,2200,383,5,60,162.98464543001322,0.4278999986127019,2163.1957000354305,38748.01044386423
1770226403,5,,Aggregated,1.900000,0.000000,60,98,100,110,120,160,2100,2100,2200,2200,2200,383,5,60,162.98464543001322,0.4278999986127019,2163.1957000354305,38748.01044386423
1770226404,5,,Aggregated,2.100000,0.000000,60,98,100,110,120,160,2100,2100,2200,2200,2200,385,5,60,162.41827740170692,0.4278999986127019,2163.1957000354305,38559.87272727273
1770226405,5,,Aggregated,2.400000,0.000000,60,98,100,110,120,160,2100,2100,2200,2200,2200,387,5,60,161.84408604546428,0.4278999986127019,2163.1957000354305,38373.749354005166
